Production_Unit_Id,percentage_of_paper_defective,percentage_of_rock_defective,percentage_of_scissor_defective
P428,139.32584269662922,110.39501039501039,130.635838150289
P430,93.8610662358643,56.99855699855701,93.23915237134209
P431,71.56673114119923,50.0,103.8701622971286
P432,67.00100300902709,74.95395948434623,62.874251497005986
P433,37.28813559322034,59.60591133004927,32.93413173652694
P434,55.72413793103448,46.22093023255814,73.92438070404172
P435,54.824561403508774,37.58043758043758,48.61294583883752
P439,72.35387045813586,73.9424703891709,86.32478632478633
P441,38.32335329341318,47.93536804308797,104.58937198067633
P442,16.116504854368934,64.63536463536464,40.40084388185654
P443,124.30769230769229,76.34854771784232,84.95575221238938
P448,55.0561797752809,57.309260337798484,59.584859584859586
P449,50.958188153310104,43.61702127659575,41.81438998957247
P450,94.41624365482234,50.0,41.17647058823529
P452,62.396694214876035,54.58015267175572,81.71052631578948
P458,51.13314447592068,21.335078534031414,50.55118110236221
P463,76.88356164383562,19.379844961240313,112.77602523659307
P464,19.51219512195122,121.26245847176081,7.4074074074074066
P465,45.21072796934866,72.40757439134356,70.55900621118012
P466,81.65680473372781,73.76171352074967,54.42622950819672
P468,44.49291166848418,27.033492822966508,43.72384937238494
P469,55.70687418936446,75.23689197725837,61.46220570012392
P473,63.79647749510763,27.931769722814497,92.24137931034483
P474,50.98039215686274,63.12056737588653,70.67669172932331
P479,87.17948717948718,18.433179723502306,113.4387351778656
P484,30.560271646859082,58.662092624356774,46.666666666666664
P487,85.65121412803532,130.1458670988655,115.86715867158672
P489,38.73943120676403,40.838509316770185,54.976928147659855
P490,100.36764705882352,85.66176470588235,30.54945054945055
P492,54.232804232804234,76.21951219512195,39.98025666337611
P493,6.938775510204081,39.44020356234097,15.053763440860216
P496,37.98283261802575,103.63636363636364,116.78321678321679
P498,37.71289537712895,104.61049284578696,77.6824034334764
P500,33.26271186440678,38.0764163372859,31.277533039647576
P501,39.401820546163854,63.04347826086957,78.61715749039692
P506,51.736111111111114,27.713625866050805,20.207253886010363
P507,40.02389486260454,8.360128617363344,34.29054054054054
P509,38.66774979691308,111.21642969984202,103.25138778747028
P510,76.10619469026548,44.140625,7.142857142857142
P517,96.49122807017544,62.735849056603776,31.778425655976676
P518,46.61016949152542,34.18803418803419,18.70967741935484
P520,92.61083743842364,115.47231270358307,80.32454361054768
P521,50.65666041275797,29.528535980148884,44.27860696517413
P525,115.48507462686568,27.54098360655738,37.696335078534034
P526,61.97183098591549,56.97061039939714,33.93536121673004
P529,48.616600790513836,65.99118942731278,37.19626168224299
P530,54.94505494505495,96.13152804642166,121.62162162162163
P531,45.42447629547961,39.23566878980892,44.91525423728814
P533,52.38095238095239,54.27251732101617,28.42857142857143
P534,34.2143906020558,89.792663476874,52.28346456692914
P535,69.58250497017893,61.17936117936118,81.35818908122504
P536,82.6086956521739,105.33936651583711,76.31578947368422
P537,195.64102564102564,66.32911392405063,60.51660516605166
P541,52.27272727272727,78.62068965517241,112.39193083573487
P542,92.54170755642787,52.9320987654321,98.7987987987988
P543,13.60759493670886,31.773399014778324,22.794117647058822
P544,66.17283950617285,41.61616161616162,45.11970534069982
P545,44.73684210526316,101.83823529411764,50.173611111111114
P547,31.349206349206348,27.97494780793319,52.0
P548,26.490066225165563,47.686832740213525,20.826446280991735
P549,80.77803203661327,8.856088560885608,47.85185185185185
P550,67.64705882352942,43.455497382198956,74.86855941114617
P551,91.22807017543859,33.33333333333333,19.68503937007874
P552,96.29080118694363,20.87912087912088,30.782312925170068
P556,93.67588932806325,22.943722943722943,45.69288389513109
P557,84.71502590673575,15.657788539144471,72.58064516129032
P560,53.05755395683454,56.552962298025136,67.52988047808765
P561,61.94174757281553,17.87878787878788,74.95854063018243
P564,24.96831432192649,79.59183673469387,24.216524216524217
P566,20.578778135048232,14.215686274509803,82.29166666666666
P575,68.77637130801688,44.25,70.3187250996016
P576,33.74741200828157,71.30681818181817,22.8125
P580,58.67507886435332,42.00542005420054,70.12987012987013
P590,26.16279069767442,50.33670033670033,57.0957095709571
P591,37.95379537953795,84.15841584158416,38.47184986595174
P594,55.93667546174142,40.784982935153586,21.700879765395893
P595,41.1231884057971,31.556503198294244,38.34394904458599
P597,79.05511811023622,86.0205831903945,39.25373134328358
P599,78.7109375,116.72240802675586,198.3529411764706
P601,60.10016694490818,59.96055226824457,66.30824372759857
P604,42.77456647398844,59.63938973647711,72.88317256162915
P607,29.01484480431849,59.369817578772796,81.48148148148148
P608,15.625,42.926829268292686,51.41388174807198
P609,39.882697947214076,33.06332842415316,68.65800865800867
P610,135.01805054151626,94.8559670781893,114.85714285714286
P611,39.60674157303371,49.557522123893804,28.205128205128204
P612,39.405204460966544,37.97979797979798,80.64516129032258
P614,102.65734265734265,116.08478802992519,77.1712158808933
P615,76.29482071713147,46.774193548387096,124.38271604938271
P616,165.2046783625731,1.6574585635359116,8.832807570977918
P619,68.70748299319727,37.93103448275862,39.351851851851855
P621,27.9874213836478,86.11111111111111,33.89830508474576
P624,22.350845948352628,82.11586901763224,83.44620015048909
P625,39.02439024390244,16.867469879518072,68.76310272536688
P628,48.37027379400261,56.120826709062,82.96774193548387
P631,62.11480362537765,44.30441105186622,65.99423631123919
P632,43.61702127659575,59.04605263157895,54.67145790554415
P638,50.952640174197064,66.11026808295397,83.40057636887607
P639,45.45454545454545,40.140845070422536,55.134281200631904
P640,94.18604651162791,86.28318584070797,51.908396946564885
P646,81.10516934046346,73.39449541284404,50.523560209424076
P647,132.38938053097345,79.67032967032966,103.3587786259542
P651,86.59574468085106,48.034188034188034,153.49794238683128
P652,70.4312114989733,61.305007587253414,88.68778280542986
P654,26.004728132387704,12.885154061624648,36.734693877551024
P657,20.321931589537222,75.84597432905484,75.77388963660835
P659,45.67627494456763,61.104441776710686,42.83765347885403
P661,57.91433891992551,29.705882352941178,39.42093541202672
P662,32.01320132013201,19.954648526077097,22.614840989399294
P663,63.649851632047486,65.54054054054053,79.76952624839949
P665,56.44891122278057,88.13465783664459,92.92591042277103
P667,69.55223880597015,29.31937172774869,39.45945945945946
P669,132.51533742331287,45.28688524590164,118.86503067484662
P670,53.36225596529284,12.893982808022923,59.3128390596745
P671,46.04051565377532,63.565891472868216,134.6774193548387
P672,61.74142480211082,90.10909090909091,120.50333086602517
P673,27.19665271966527,12.109375,17.921146953405017
P675,54.19515226848974,58.58310626702997,50.56899004267426
P680,86.4304235090752,115.87697423108894,67.5
P681,64.3979057591623,53.34685598377283,72.28915662650603
P685,70.87628865979381,47.16312056737589,100.99403578528828
P687,33.939393939393945,12.158808933002481,25.09881422924901
P688,72.41379310344827,85.14056224899599,50.331125827814574
P691,32.85899094437257,26.53061224489796,90.92009685230025
P692,185.08771929824562,49.32432432432432,137.9182156133829
P693,46.70487106017192,30.343007915567284,31.039136302294196
P694,126.81159420289856,190.58823529411762,157.36196319018404
P695,48.62385321100918,34.6485819975339,85.81560283687944
P697,91.07981220657277,221.49532710280374,105.68720379146919
P698,93.29608938547486,67.03296703296702,84.9514563106796
P699,43.09831181727905,79.08597986057319,56.32295719844358
P701,42.83765347885403,45.5160744500846,47.72079772079772
P702,168.259385665529,191.64785553047403,108.44793713163065
P705,61.42857142857143,13.701236917221692,42.491467576791806
P708,55.80645161290323,58.75,111.7199391171994
P710,63.721804511278194,56.39024390243902,45.879120879120876
P711,118.85125184094257,89.4374282433984,85.2542372881356
P713,44.76987447698745,8.144796380090497,2.6923076923076925
P714,44.07766990291262,28.46153846153846,49.74974974974975
P715,58.12854442344045,58.68725868725869,68.53932584269663
P717,76.2443438914027,77.16814159292036,54.01174168297456
P720,58.2716049382716,45.06024096385542,46.2962962962963
P728,51.798561151079134,31.351351351351354,14.37308868501529
P729,54.099509460406445,40.2002861230329,41.358024691358025
P730,92.82868525896414,98.51851851851852,110.1010101010101
P731,25.132275132275133,81.33640552995391,42.80442804428044
P732,49.62901896125309,68.18181818181817,78.98209236569275
P734,60.16713091922006,76.28205128205127,40.18691588785047
P736,109.9009900990099,49.411764705882355,51.76470588235295
P739,85.30973451327434,60.70234113712375,70.15503875968993
P742,93.53680430879713,64.37054631828978,24.596774193548388
P743,65.2127659574468,54.5353982300885,69.29133858267717
P749,44.89164086687307,36.51877133105802,16.447368421052634
P754,77.17717717717719,30.86092715231788,70.34400948991696
P755,12.82051282051282,26.31578947368421,40.17857142857143
P756,63.824884792626726,80.90787716955941,94.16498993963782
P758,46.307151230949586,25.04854368932039,35.581395348837205
P759,190.5579399141631,49.825783972125436,49.25373134328358
P763,57.12098009188361,43.2967032967033,105.01285347043702
P766,44.24131627056673,56.451612903225815,57.14285714285714
P767,71.15044247787611,104.77815699658703,87.12522045855378
P768,53.30396475770925,23.376623376623375,29.44606413994169
P771,153.79310344827587,76.37474541751527,32.388663967611336
P772,40.5940594059406,77.08649468892261,60.44444444444444
P774,36.391437308868504,49.354838709677416,21.26126126126126
P778,76.81498829039812,106.30722278738556,83.90596745027125
P780,60.86956521739131,38.78627968337731,33.8368580060423
P789,22.44569589702333,42.33576642335766,35.59322033898305
P790,0.0,84.73684210526315,58.5635359116022
P792,132.7935222672065,56.40243902439024,88.35978835978835
P793,141.82475158084915,78.82960413080895,70.89005235602095
P795,36.29402756508423,91.66666666666666,54.296875
P796,49.76744186046512,43.833333333333336,49.6996996996997
P801,79.50391644908616,29.958391123439664,50.0
P802,142.25,61.59895150720839,85.90250329380764
P805,49.35822637106184,41.76372712146423,44.565217391304344
P807,61.66666666666667,72.25305216426193,53.028064992614475
P811,54.515050167224075,23.835616438356162,58.43920145190563
P812,38.80733944954128,46.294937637564196,39.40886699507389
P815,68.99128268991282,39.325842696629216,127.03101920236337
P816,60.28138528138528,60.1593625498008,55.38894095595126
P817,21.73913043478261,56.57894736842105,36.11111111111111
P820,47.147147147147145,103.02491103202847,92.93893129770993
P825,68.69158878504673,74.59749552772809,82.20640569395017
P828,21.29032258064516,28.40909090909091,40.243902439024396
P830,65.95744680851064,85.86616635397122,178.52004110996918
P831,40.806293018682396,36.57056145675266,19.941775836972344
P832,70.1098901098901,55.04587155963303,65.20618556701031
P834,42.00913242009132,53.691275167785236,46.964285714285715
P835,56.60881174899867,38.88213851761847,44.41591784338896
P838,120.02152852529602,109.59147424511546,66.66666666666666
P839,60.86956521739131,98.90710382513662,123.92638036809815
P842,94.0,64.22535211267606,114.6576663452266
P843,85.53054662379421,31.496062992125985,48.17320703653586
P848,61.57024793388429,72.57383966244726,5.555555555555555
P852,24.18300653594771,34.66204506065858,81.51001540832048
P853,63.48228043143297,49.494949494949495,77.09923664122137
P856,37.87465940054496,82.99516908212561,83.44066237350506
P857,73.65079365079366,73.0232558139535,74.2816091954023
P858,81.93445243804956,65.05791505791507,54.98627630375115
P859,19.741100323624593,78.29010566762729,75.77092511013215
P860,75.66418703506908,40.65573770491803,41.95470798569726
P862,18.75,38.46153846153847,57.63239875389408
P864,64.7918188458729,24.013157894736842,74.06113537117905
P865,51.421800947867304,103.60065466448445,73.36860670194002
P867,73.54260089686099,96.01139601139602,86.72839506172839
P868,64.76578411405295,45.43478260869565,86.96444849589791
P869,103.29411764705883,15.991902834008098,56.33626097867002
P870,65.59139784946237,64.6712463199215,88.90649762282092
P872,54.18326693227091,17.857142857142858,25.26690391459075
P874,63.18327974276527,32.82442748091603,64.6354733405876
P878,35.65022421524663,22.62210796915167,43.714285714285715
P879,17.534246575342465,57.33695652173913,39.03061224489796
P883,29.87012987012987,38.27433628318584,51.12107623318386
P884,93.96751740139212,49.08503767491927,36.3013698630137
P885,56.00000000000001,34.46475195822455,54.34380776340111
P886,45.38545059717698,35.39944903581267,26.245210727969347
P887,80.78291814946618,29.557713052858688,50.566343042071196
P891,62.841530054644814,20.833333333333336,71.02473498233216
P893,95.6043956043956,89.31234465617233,79.38496583143508
P895,110.73825503355705,97.47572815533981,53.06122448979592
P896,27.393617021276594,27.055702917771885,28.653295128939828
P900,66.55913978494624,34.52027695351138,68.04347826086956
P906,113.65079365079364,87.08133971291866,23.174603174603174
P907,64.25269645608628,15.931372549019606,26.02495543672014
P908,80.93681917211329,68.12439261418854,84.28120063191153
P909,55.99250936329588,70.04694835680752,71.56580211335255
P911,80.68872383524646,73.8929889298893,62.387231089521165
P912,86.74203494347378,28.417653390742736,26.651982378854626
P914,58.076225045372055,36.84210526315789,90.06993006993007
P917,114.49044585987261,110.87928464977645,159.24308588064048
P920,46.12676056338028,82.26768968456948,66.8724279835391
P921,25.986842105263158,46.116504854368934,55.10204081632652
P922,44.0,5.932203389830509,19.213973799126638
P924,103.76712328767124,121.01359703337454,28.160328879753337
P929,50.40650406504065,31.57894736842105,31.11111111111111
P930,76.61406025824964,59.610983981693366,60.408684546615575
P931,54.691943127962084,71.70474516695958,66.85082872928176
P932,155.0955414012739,217.95918367346937,94.5945945945946
P938,31.30252100840336,74.27101200686106,89.57219251336899
P943,51.78907721280602,80.25,54.04814004376368
P946,67.74193548387096,51.41509433962265,18.367346938775512
P951,22.01492537313433,21.568627450980394,28.308823529411764
P954,109.00818926296634,86.4500792393027,74.16216216216216
P955,115.2046783625731,196.35761589403972,167.51497005988023
P959,45.20547945205479,79.19463087248322,47.294117647058826
P961,54.33884297520662,7.467532467532467,25.90529247910863
P964,38.137869292748434,73.03506650544136,58.02139037433155
P967,40.3921568627451,15.753424657534246,73.8045738045738
P971,82.95454545454545,54.285714285714285,0.0
P973,91.13924050632912,138.4180790960452,74.67811158798283
P977,34.81953290870488,33.99209486166008,24.22680412371134
P983,30.05181347150259,54.21052631578947,118.36734693877551
P985,51.96950444726811,162.11251435132033,100.33557046979867
P986,36.51877133105802,37.24137931034483,48.1651376146789
P987,28.55421686746988,65.23736600306279,78.06451612903226
P990,94.5985401459854,87.43386243386243,93.41176470588235
P992,55.0755939524838,110.5263157894737,97.45222929936305
P993,89.78494623655914,12.295081967213115,0.0
P994,96.3963963963964,153.84615384615387,33.50383631713555
P995,73.66211962224554,65.14346439957492,74.57434733257662
P996,64.57286432160804,76.82672233820459,56.75287356321839
P998,99.68652037617555,52.160493827160494,63.33333333333333
P999,76.38971906754334,32.76178812002449,67.30245231607628
